CONTAINERNUMBER,ADDRESS,LATITUDE,LONGITUDE,FRACTION,COUNTER,FILLHEIGHT,DATE,TEMPERATURE
'2226','DPS Helse V-Adj.Haugl.gt','58.9600017','5.6921917','Papir','29','2266','23.04.2019','21'
'2452','Dronningåsen','58.9024300','5.7296000','Papir','27','1238','18.04.2019','19'
'2090','Dronningåsen','58.9024300','5.7296000','Bio','48','2266','23.04.2019','1'
'2449','Dronningåsen','58.9024300','5.7296000','Restavfall','217','351','23.04.2019','13'
'3352','Dyre Vaa','58.8680383','5.7297800','Restavfall','53','2154','23.04.2019',' '
'318','Dyre Vaa','58.8680383','5.7297800','Restavfall','284','858','23.04.2019','19'
'2269','Dyre Vaa','58.8680383','5.7297800','Papir','35','1706','19.04.2019','19'
'343','Dyre Vaa','58.8680383','5.7297800','Bio','63','0','23.04.2019','19'
'3333','Dyre Vaa','58.8680383','5.7297800','Glass/metall','0','1329','23.04.2019','19'
'3783','Dyre Vaa','58.8680383','5.7297800','Restavfall','51','60','23.04.2019','37'
'1965','Dyre Vaa','58.8680383','5.7297800','Papir','25','1724','19.04.2019','1'
'3832','Dyre Vaa','58.8680383','5.7297800','Papir','55','1781','23.04.2019','11'
'2230','Dysjaland skole - Sola','58.8408500','5.5996400','Papir-næring','143','373','18.03.2019','19'
'1532','Dysjaland skole - Sola','58.8408500','5.5996400','Rest-næring','3','1507','22.04.2019','21'
'1387','Egenes park','58.9634300','5.7091100','Papir','43','1373','23.04.2019','23'
'3628','Egenes park','58.9634300','5.7091100','Restavfall','170','385','23.04.2019',' '
'3653','Egenes park','58.9634300','5.7091100','Bio','11','377','23.04.2019',' '
'1730','Eiganes alle','58.9662751','5.7104815','Restavfall','197','1311','23.04.2019',' '
'1688','Eiganes alle','58.9662751','5.7104815','Papir','130','1259','23.04.2019','19'
'3110','Eiganes alle','58.9662751','5.7104815','Bio','9','0','23.04.2019','19'
'3618','Eiganes BRL','58.9631517','5.7024333','Bio','7','2360','23.04.2019',' '
'3650','Eiganes BRL','58.9631517','5.7024333','Papir','38','2360','23.04.2019','23'
'3656','Eiganes BRL','58.9631517','5.7024333','Restavfall','128','505','23.04.2019',' '
'3671','Eiganes park - 2','58.9656105','5.7078385','Bio','7','582','23.04.2019',' '
'3647','Eiganes park - 2','58.9656105','5.7078385','Papir','39','677','23.04.2019',' '
'3662','Eiganes park - 2','58.9656105','5.7078385','Restavfall','113','1992','23.04.2019',' '
'2690','Eiganes Park-1','58.9660600','5.7092500','Restavfall','173','1321','23.04.2019','21'
'2190','Eiganes Park-1','58.9660600','5.7092500','Papir','50','1248','23.04.2019','19'
'3648','Eiganes Park-1','58.9660600','5.7092500','Bio','7','818','23.04.2019','23'
'2985','Eiganes skole','58.9641850','5.7063383','Rest-næring','12','2331','23.04.2019','21'
'2988','Eiganes skole','58.9641850','5.7063383','Papir-næring','4','1591','23.04.2019','21'
'2984','Eiganes skole','58.9641850','5.7063383','Bio-næring','1','1346','23.04.2019','15'
'2030','Eiganeshagen','58.9665400','5.7106933','Papir','65','1423','23.04.2019','17'
'3487','Eiganeshagen','58.9665400','5.7106933','Bio','3','1395','23.04.2019','19'
'3567','Eiganeshagen','58.9665400','5.7106933','Restavfall','95','1707','22.04.2019','17'
'1893','Eivindsholen - 1','58.7271462','5.6650815','Glass/metall','0','1224','23.04.2019','43'
'71','Eivindsholen - 2','58.7276382','5.6637549','Restavfall','124','1232','23.04.2019','19'
'817','Eivindsholen - 2','58.7276382','5.6637549','Bio','159','0','23.04.2019','17'
'2034','Eivindsholen - 2','58.7276382','5.6637549','Papir','231','1298','23.04.2019','1'
'3211','Eivindsholen - 2','58.7276382','5.6637549','Glass/metall','57','1507','22.04.2019','17'
'1923','Eivindsholen - 3','58.7258165','5.6674303','Restavfall','50','2359','23.04.2019','1'
'1306','Eivindsholen - 3','58.7258165','5.6674303','Bio','148','2301','23.04.2019','21'
'1464','Eivindsholen - 3','58.7258165','5.6674303','Papir','77','818','23.04.2019','19'
'1541','Eivindsholen - 3','58.7258165','5.6674303','Restavfall','42','1474','23.04.2019','19'
'1336','Eivindsholen - 4','58.7260565','5.6675250','Bio','117','2301','21.04.2019','17'
'1256','Eivindsholen - 4','58.7260565','5.6675250','Restavfall','415','1612','23.04.2019','17'
'1361','Eivindsholen - 4','58.7260565','5.6675250','Papir','49','864','23.04.2019','17'
'1363','Eivindsholen - 4','58.7260565','5.6675250','Glass/metall','0','642','23.04.2019','19'
'1681','Eivindsholen - 4','58.7260565','5.6675250','Restavfall','125','679','23.04.2019',' '
'1685','Eivindsholen - 5','58.7268486','5.6684165','Restavfall','58','868','22.04.2019','15'
'3524','Eivindsholen - 5','58.7268486','5.6684165','Restavfall','174','619','23.04.2019','17'
'1753','Eivindsholen - 5','58.7268486','5.6684165','Papir','33','912','23.04.2019',' '
'3817','Eivindsholen - 5','58.7268486','5.6684165','Bio','282','2359','21.04.2019',' '
'1567','Eivindsholen - 5','58.7268486','5.6684165','Papir','43','1639','23.04.2019','17'
'2126','Eivindsholen - 6','58.7249600','5.6663100','Restavfall','115','1318','23.04.2019','1'
'2974','Eivindsholen - 6','58.7249600','5.6663100','Restavfall','116','1580','23.04.2019','19'
'2695','Eivindsholen - 6','58.7249600','5.6663100','Papir','40','1509','23.04.2019','21'
'2580','Eivindsholen - 6','58.7249600','5.6663100','Bio','147','2117','20.04.2019','21'
'2620','Eivindsholen - 6','58.7249600','5.6663100','Glass/metall','81','816','23.04.2019','19'
'2516','Eivindsholen - 7','58.7247000','5.6667067','Restavfall','87','962','23.04.2019','23'
'3734','Eivindsholen - 7','58.7247000','5.6667067','Papir','105','1341','23.04.2019',' '
'2672','Eivindsholen - 7','58.7247000','5.6667067','Bio','144','2077','23.04.2019','21'
'2518','Eivindsholen - 7','58.7247000','5.6667067','Restavfall','50','663','23.04.2019','25'
'2654','Eivindsholen - 7','58.7247000','5.6667067','Glass/metall','46','718','23.04.2019','21'
'3821','Eivindsholen -1','58.7271462','5.6650815','Restavfall','115','2359','23.04.2019',' '
'1919','Eivindsholen -1','58.7271462','5.6650815','Restavfall','129','752','23.04.2019',' '
'2680','Eivindsholen -1','58.7271462','5.6650815','Papir','154','663','23.04.2019','19'
'346','Eivindsholen -1','58.7271462','5.6650815','Bio','290','0','23.04.2019','17'
'1628','Eivindsholen-5','58.7268486','5.6684165','Glass/metall','0','2335','23.04.2019','13'
'2831','Elgefaret -1','58.8969517','5.7285150','Restavfall','145','1344','23.04.2019','21'
'2802','Elgefaret -1','58.8969517','5.7285150','Papir','59','1214','23.04.2019','21'
'3058','Elgefaret -1','58.8969517','5.7285150','Glass/metall','0','1364','23.04.2019','21'
'2829','Elgefaret -2','58.8981517','5.7293517','Restavfall','364','1840','23.04.2019','21'
'3169','Elgefaret -2','58.8981517','5.7293517','Glass/metall','0','1229','23.04.2019','25'
'2133','Elgefaret -2','58.8981517','5.7293517','Bio','80','2266','17.04.2019',' '
'3351','Elgefaret -2','58.8981517','5.7293517','Papir','75','2360','23.04.2019',' '
'1827','Elgfaret - 1','58.8969517','5.7285150','Bio','77','2266','23.04.2019','21'
'1269','Elvebredden - 1','58.7694550','5.8516450','Papir','29','1240','23.04.2019','17'
'3496','Elvebredden - 1','58.7694550','5.8516450','Bio','30','1659','13.04.2019','23'
'2557','Elvebredden - 1','58.7694550','5.8516450','Restavfall','312','1849','22.04.2019','17'
'3504','Elvebredden - 2','58.7690849','5.8521867','Glass/metall','142','1015','23.04.2019','23'
'1576','Elvebredden - 2','58.7690849','5.8521867','Restavfall','87','1892','23.04.2019','19'
'1586','Elvebredden - 2','58.7690849','5.8521867','Papir','60','2223','23.04.2019','15'
'1590','Elvebredden - 2','58.7690849','5.8521867','Bio','53','2266','23.04.2019','23'
'3394','Elvebredden - 2','58.7690849','5.8521867','Restavfall','182','1796','09.04.2019','23'
'2197','Elvebredden - 3','58.7686800','5.8525500','Bio','79','1970','23.04.2019','1'
'2204','Elvebredden - 3','58.7686800','5.8525500','Papir','68','2080','23.04.2019','1'
'2524','Elvebredden - 3','58.7686800','5.8525500','Restavfall','234','1611','23.04.2019','23'
'1826','Elvegaten - 1','58.8491891','5.7379949','Papir','11','2266','23.04.2019','31'
'3303','Elvegaten - 1','58.8491891','5.7379949','Bio','117','1317','23.04.2019','23'
'1189','Elvegaten - 1','58.8491891','5.7379949','Restavfall','76','911','23.04.2019','23'
'3456','Elvegaten - 2','58.8495979','5.7392917','Restavfall','327','957','23.04.2019','23'
'3467','Elvegaten - 2','58.8495979','5.7392917','Papir','30','1413','23.04.2019','21'
'3457','Elvegaten - 2','58.8495979','5.7392917','Bio','201','1314','23.04.2019','23'
'3444','Elvegaten - 3','58.8499675','5.7395697','Restavfall','39','1550','23.04.2019','23'
'3442','Elvegaten - 3','58.8499675','5.7395697','Papir','8','451','23.04.2019','21'
'3556','Elvegaten - 3','58.8499675','5.7395697','Glass/metall','72','1734','21.12.2018','21'
'3911','Elvegården Ålgård','58.7663000','5.8515500','Restavfall','85','20','23.04.2019',' '
'1934','Elvegården Ålgård','58.7663000','5.8515500','Glass/metall','99','2341','23.04.2019','1'
'1661','Elvegården Ålgård','58.7663000','5.8515500','Papir','172','2154','23.04.2019','13'
'3460','Elvegården Ålgård','58.7663000','5.8515500','Restavfall','274','1563','23.04.2019','19'
'1386','Elvegården Ålgård','58.7663000','5.8515500','Bio','89','1900','23.04.2019','23'
'89','Elveparken','58.7373700','5.6508800','Restavfall','260','1984','23.04.2019','15'
'132','Elveparken','58.7373700','5.6508800','Papir','327','0','23.04.2019','15'
'91','Elveparken','58.7373700','5.6508800','Bio','174','0','23.04.2019','17'
'3000','Elveparken','58.7373700','5.6508800','Glass/metall','92','1613','23.04.2019','17'
'2912','Emmaus barnehage','58.9616517','5.7608850','Rest-næring','28','1843','23.04.2019','21'
'2911','Emmaus barnehage','58.9616517','5.7608850','Papir-næring','38','1686','23.04.2019','19'
'2465','Emmaustunet','58.9611933','5.7632100','Restavfall','206','2019','23.04.2019','21'
'2467','Emmaustunet','58.9611933','5.7632100','Papir','41','1273','23.04.2019','1'
'2428','Emmaustunet','58.9611933','5.7632100','Bio','19','1108','23.04.2019','23'
'3576','Enevaldsvei 2-Sørbøhagene','58.8277841','5.7335994','Restavfall','104','2360','23.04.2019','15'
'3615','Enevaldsvei 2-Sørbøhagene','58.8277841','5.7335994','Papir','31','2234','23.04.2019','19'
'3579','Enevaldsvei 2-Sørbøhagene','58.8277841','5.7335994','Bio','81','2223','23.04.2019','7'
'3572','Enevaldsvei 2-Sørbøhagene','58.8277841','5.7335994','Glass/metall','19','817','23.04.2019','15'
'3554','Enevaldsveien 13','58.8288880','5.7350222','Restavfall','206','555','23.04.2019','19'
'3552','Enevaldsveien 13','58.8288880','5.7350222','Papir','35','1949','23.04.2019','19'
'3555','Enevaldsveien 13','58.8288880','5.7350222','Bio','124','1483','23.04.2019','19'
'3547','Enevaldsveien 13','58.8288880','5.7350222','Glass/metall','51','2321','23.04.2019','19'
'2641','Engelsvoll skule','58.7782183','5.6839133','Rest-næring','1','1013','23.04.2019','21'
'3880','Engelsvoll skule',,,'Papir-næring','6','20','10.04.2019',' '
'2668','Engelsvoll skule','58.7782183','5.6839133','Rest-næring','8','1708','23.04.2019','21'
'2207','Engelsvoll skule','58.7782183','5.6839133','Bio-næring','126','1999','23.04.2019','19'
'1154','Erika Nissens vei 4','58.9633341','5.7028369','Papir','0','659','23.04.2019',' '
'3228','Erika Nissens vei 4','58.9633341','5.7028369','Bio','0','2266','23.04.2019','19'
'1149','Erika Nissens vei 5','58.9641083','5.7035983','Restavfall','199','289','23.04.2019','21'
'1726','Erika Nissens vei 5','58.9641083','5.7035983','Papir','35','1494','23.04.2019',' '
'3345','Erika Nissens vei 5','58.9641083','5.7035983','Bio','7','2360','23.04.2019',' '
'3376','Eskeland barnehage','58.9904633','5.6760300','Rest-næring','73','1752','23.04.2019','17'
'1374','Eskeland barnehage','58.9904633','5.6760300','Papir-næring','62','1242','23.04.2019','19'
'2874','Faksavollen 22','58.8286433','5.7361983','Restavfall','148','1316','23.04.2019','21'
'2903','Faksavollen 22','58.8286433','5.7361983','Papir','68','1906','22.04.2019','19'
'2873','Faksavollen 22','58.8286433','5.7361983','Bio','152','1310','23.04.2019','21'
'2899','Faksavollen 22','58.8286433','5.7361983','Glass/metall','33','2321','23.04.2019','19'
'2685','Faksavollen-1','58.8276817','5.7371317','Bio','211','1417','23.04.2019','21'
'3770','Faksavollen-1','58.8276817','5.7371317','Papir','69','695','17.04.2019',' '
'1888','Faksavollen-1','58.8276817','5.7371317','Restavfall','144','2190','23.04.2019','1'
'2725','Faksavollen-1','58.8276817','5.7371317','Glass/metall','77','1261','23.04.2019','19'
'2901','Faksavolltunet - 2','58.8271217','5.7345667','Bio','216','1858','22.04.2019','21'
'2876','Faksavolltunet - 2','58.8271217','5.7345667','Papir','67','986','23.04.2019','23'
'2872','Faksavolltunet - 2','58.8271217','5.7345667','Glass/metall','75','1295','23.04.2019','19'
'2564','Faksavolltunet - 2','58.8271217','5.7345667','Restavfall','202','375','23.04.2019','7'
'821','Fartein Valen','58.8504647','5.7135879','Bio','29','0','23.04.2019',' '
'184','Fartein Valen','58.8504647','5.7135879','Papir','50','0','23.04.2019','17'
'146','Fartein Valen','58.8504647','5.7135879','Restavfall','241','1995','23.04.2019','19'
'1825','Fartein Valen','58.8504647','5.7135879','Glass/metall','88','2301','23.04.2019','1'
'2551','Figgjo milljøstasjon','58.7882433','5.8074217','Glass/metall','0','2341','23.04.2019',' '
'2548','Figgjo milljøstasjon','58.7882433','5.8074217','Glass/metall','0','614','23.04.2019','21'
'2510','Figgjo milljøstasjon','58.7882433','5.8074217','Glass/metall','0','2270','23.04.2019','29'
'3405','Fjordpiren','58.9164300','5.7354633','Bio','26','1903','17.04.2019','21'
'3371','Fjordpiren','58.9164300','5.7354633','Papir','18','1572','22.04.2019','17'
'1603','Fjordpiren','58.9164300','5.7354633','Restavfall','65','487','23.04.2019',' '
'1601','Fjordspeilet','58.9164772','5.7374883','Restavfall','115','1235','23.04.2019','23'
'1713','Fjordspeilet','58.9164772','5.7374883','Bio','35','2223','17.04.2019',' '
'1666','Fjordspeilet','58.9164772','5.7374883','Papir','41','1809','23.04.2019','21'
'1616','Fjordspeilet','58.9164772','5.7374883','Restavfall','62','835','23.04.2019','17'
'836','Floen BRL','58.7721634','5.7334719','Papir','55','0','23.04.2019','19'
'3297','Floen BRL','58.7721634','5.7334719','Glass/metall','29','1810','22.04.2019','19'
'3075','Floen BRL','58.7721634','5.7334719','Bio','75','2038','23.04.2019','21'
'2296','Floen BRL','58.7721634','5.7334719','Restavfall','124','830','23.04.2019','19'
'3477','Folkvordkroken 2','58.8516350','5.7058933','Restavfall','136','1810','23.04.2019','21'
'3465','Folkvordkroken 2','58.8516350','5.7058933','Papir','41','1776','23.04.2019','23'
'3466','Folkvordkroken 2','58.8516350','5.7058933','Bio','63','2301','23.04.2019','23'
'676','Fred og ro','58.9981100','5.6103100','Restavfall','115','902','23.04.2019','17'
'1898','Fred og ro','58.9981100','5.6103100','Papir','32','1530','22.04.2019','1'
'2420','Fred og ro','58.9981100','5.6103100','Bio','157','2223','19.04.2019','19'
'1782','Fred og ro','58.9981100','5.6103100','Restavfall','42','2341','16.04.2019',' '
'1388','Fredtunet','58.8875800','5.6519500','Papir','11','1613','23.04.2019',' '
'1696','Fredtunet','58.8875800','5.6519500','Bio','114','1265','23.04.2019','19'
'2818','Fredtunet','58.8875800','5.6519500','Glass/metall','98','2023','23.04.2019','19'
'3475','Fredtunet','58.8875800','5.6519500','Restavfall','150','1497','23.04.2019','19'
'1119','Frøyerveien ','58.8556290','5.7605901','Papir','15','1279','23.04.2019','23'
'653','Frøyerveien ','58.8556290','5.7605901','Bio','161','0','23.04.2019','17'
'3116','Frøyerveien','58.8556290','5.7605901','Restavfall','116','1338','23.04.2019','21'
'3578','Frøyland skule','58.7732817','5.7265900','Rest-næring','9','1837','23.04.2019','17'
'3594','Frøyland skule','58.7732817','5.7265900','Papir-næring','79','2242','23.04.2019','17'
'3590','Frøyland skule','58.7732817','5.7265900','Rest-næring','136','681','23.04.2019','17'
'2689','Frøylandsbakken - 1','58.7717094','5.7313981','Bio','13','1862','23.04.2019','17'
'2629','Frøylandsbakken - 1','58.7717094','5.7313981','Restavfall','49','745','23.04.2019','21'
'2264','Frøylandsbakken - 1','58.7717094','5.7313981','Papir','76','1108','23.04.2019','23'
'1704','Frøylandsbakken - 1','58.7717094','5.7313981','Restavfall','13','1513','23.04.2019',' '
'1840','Frøylandsbakken - 2','58.7725563','5.7307582','Restavfall','133','650','23.04.2019',' '
'1835','Frøylandsbakken - 2','58.7725563','5.7307582','Papir','71','1270','23.04.2019','21'
'3533','Frøylandsbakken - 2','58.7725563','5.7307582','Bio','60','1772','21.04.2019','23'
'1836','Frøylandsbakken - 2','58.7725563','5.7307582','Glass/metall','31','1905','23.04.2019','19'
'3712','Frøylandsparken - 1','58.7731217','5.7339067','Bio','30','2360','23.04.2019',' '
'3658','Frøylandsparken - 1','58.7731217','5.7339067','Restavfall','39','0','23.04.2019','45'
'3695','Frøylandsparken - 1','58.7731217','5.7339067','Papir','60','2360','23.04.2019',' '
'3701','Frøylandsparken - 1','58.7731217','5.7339067','Restavfall','119','1532','23.04.2019',' '
'2889','Følhusbakken 21 Kleivane','58.8359967','5.7768200','Restavfall','133','1507','23.04.2019','23'
'2893','Følhusbakken 21 Kleivane','58.8359967','5.7768200','Papir','48','2050','13.04.2019','23'
'2878','Følhusbakken 21 Kleivane','58.8359967','5.7768200','Bio','144','2301','23.04.2019','31'
'2891','Følhusbakken 21 Kleivane','58.8359967','5.7768200','Glass/metall','41','1780','22.04.2019','17'
'2134','Førti-Femti - 1','58.8834767','5.6525283','Papir','1','2360','23.04.2019',' '
'3291','Førti-Femti - 1','58.8834767','5.6525283','Bio','3','2270','23.04.2019','49'
'1213','Førti-Femti - 1','58.8834767','5.6525283','Restavfall','12','2360','23.04.2019',' '
'3722','Førti-femti - 2','58.8830883','5.6542267','Restavfall','2','997','23.04.2019',' '
'3708','Førti-femti - 2','58.8830883','5.6542267','Restavfall','10','1205','23.04.2019',' '
'3688','Førti-femti - 2','58.8830883','5.6542267','Papir','0','1047','23.04.2019',' '
